idx,is_inclusive,premise,question,label
8332,0,Either Maynard is sneering or Archie is alert. Maynard is not sneering.,Archie is not alert,0
8333,1,Mike is ferocious or Amanda is keen. Amanda is keen.,Mike is ferocious,1
8334,1,Mike is ferocious or Amanda is keen. Amanda is keen.,Mike is not ferocious,1
8335,1,Mike is ferocious or Amanda is keen. Amanda is keen.,Amanda is keen,1
8336,1,Mike is ferocious or Amanda is keen. Amanda is keen.,Amanda is not keen,0
8337,1,Ruth is critical or Bryan is good. Bryan is not good.,Ruth is critical,1
8338,1,Ruth is critical or Bryan is good. Bryan is not good.,Ruth is not critical,0
8339,1,Ruth is critical or Bryan is good. Bryan is not good.,Bryan is good,0
8340,1,Ruth is critical or Bryan is good. Bryan is not good.,Bryan is not good,1
8341,1,Theron is not popular or Marcos is excitable. Marcos is not excitable.,Theron is popular,0
8342,1,Theron is not popular or Marcos is excitable. Marcos is not excitable.,Theron is not popular,1
8343,1,Theron is not popular or Marcos is excitable. Marcos is not excitable.,Marcos is excitable,0
8344,1,Theron is not popular or Marcos is excitable. Marcos is not excitable.,Marcos is not excitable,1
8345,1,Lessie is not serious or Carnell is demure. Carnell is not demure.,Lessie is serious,0
8346,1,Lessie is not serious or Carnell is demure. Carnell is not demure.,Lessie is not serious,1
8347,1,Lessie is not serious or Carnell is demure. Carnell is not demure.,Carnell is demure,0
8348,1,Lessie is not serious or Carnell is demure. Carnell is not demure.,Carnell is not demure,1
8349,1,Frona is shy or Minnie is not irascible. Frona is not shy.,Frona is shy,0
8350,1,Frona is shy or Minnie is not irascible. Frona is not shy.,Frona is not shy,1
8351,1,Frona is shy or Minnie is not irascible. Frona is not shy.,Minnie is irascible,0
8352,1,Frona is shy or Minnie is not irascible. Frona is not shy.,Minnie is not irascible,1
8353,0,Either Yvette is not petulant or Josie is not attentive. Yvette is not petulant.,Yvette is petulant,0
8354,0,Either Yvette is not petulant or Josie is not attentive. Yvette is not petulant.,Yvette is not petulant,1
8355,0,Either Yvette is not petulant or Josie is not attentive. Yvette is not petulant.,Josie is attentive,1
8356,0,Either Yvette is not petulant or Josie is not attentive. Yvette is not petulant.,Josie is not attentive,0
8357,1,Dortha is mild or Arleen is patient. Arleen is not patient.,Dortha is mild,1
8358,1,Dortha is mild or Arleen is patient. Arleen is not patient.,Dortha is not mild,0
8359,1,Dortha is mild or Arleen is patient. Arleen is not patient.,Arleen is patient,0
8360,1,Dortha is mild or Arleen is patient. Arleen is not patient.,Arleen is not patient,1
8361,1,Dwight is not methodical or Harry is not reassuring. Dwight is methodical.,Dwight is methodical,1
8362,1,Dwight is not methodical or Harry is not reassuring. Dwight is methodical.,Dwight is not methodical,0
8363,1,Dwight is not methodical or Harry is not reassuring. Dwight is methodical.,Harry is reassuring,0
8364,1,Dwight is not methodical or Harry is not reassuring. Dwight is methodical.,Harry is not reassuring,1
8365,0,Either Gussie is cynical or Janice is inactive. Janice is inactive.,Gussie is cynical,0
8366,0,Either Gussie is cynical or Janice is inactive. Janice is inactive.,Gussie is not cynical,1
8367,0,Either Gussie is cynical or Janice is inactive. Janice is inactive.,Janice is inactive,1
8368,0,Either Gussie is cynical or Janice is inactive. Janice is inactive.,Janice is not inactive,0
8369,1,Alva is smart or Dennie is quick. Dennie is not quick.,Alva is smart,1
8370,1,Alva is smart or Dennie is quick. Dennie is not quick.,Alva is not smart,0
8371,1,Alva is smart or Dennie is quick. Dennie is not quick.,Dennie is quick,0
8372,1,Alva is smart or Dennie is quick. Dennie is not quick.,Dennie is not quick,1
8373,0,Either Americo is not impatient or Arturo is emotional. Arturo is not emotional.,Americo is impatient,0
8374,0,Either Americo is not impatient or Arturo is emotional. Arturo is not emotional.,Americo is not impatient,1
8375,0,Either Americo is not impatient or Arturo is emotional. Arturo is not emotional.,Arturo is emotional,0
8376,0,Either Americo is not impatient or Arturo is emotional. Arturo is not emotional.,Arturo is not emotional,1
8377,0,Either Elton is delicate or Kelley is mercurial. Kelley is not mercurial.,Elton is delicate,1
8378,0,Either Elton is delicate or Kelley is mercurial. Kelley is not mercurial.,Elton is not delicate,0
8379,0,Either Elton is delicate or Kelley is mercurial. Kelley is not mercurial.,Kelley is mercurial,0
8380,0,Either Elton is delicate or Kelley is mercurial. Kelley is not mercurial.,Kelley is not mercurial,1
8381,0,Either Doyle is hysterical or Christopher is not careful. Doyle is hysterical.,Doyle is hysterical,1
8382,0,Either Doyle is hysterical or Christopher is not careful. Doyle is hysterical.,Doyle is not hysterical,0
8383,0,Either Doyle is hysterical or Christopher is not careful. Doyle is hysterical.,Christopher is careful,1
8384,0,Either Doyle is hysterical or Christopher is not careful. Doyle is hysterical.,Christopher is not careful,0
8385,1,Zechariah is motivated or Vernie is not inactive. Vernie is inactive.,Zechariah is motivated,1
8386,1,Zechariah is motivated or Vernie is not inactive. Vernie is inactive.,Zechariah is not motivated,0
8387,1,Zechariah is motivated or Vernie is not inactive. Vernie is inactive.,Vernie is inactive,1
8388,1,Zechariah is motivated or Vernie is not inactive. Vernie is inactive.,Vernie is not inactive,0
8389,1,Erich is sincere or Mariano is not indiscreet. Mariano is not indiscreet.,Erich is sincere,1
8390,1,Erich is sincere or Mariano is not indiscreet. Mariano is not indiscreet.,Erich is not sincere,1
8391,1,Erich is sincere or Mariano is not indiscreet. Mariano is not indiscreet.,Mariano is indiscreet,0
8392,1,Erich is sincere or Mariano is not indiscreet. Mariano is not indiscreet.,Mariano is not indiscreet,1
8393,0,Either Francis is emotional or Casper is not one-sided. Francis is not emotional.,Francis is emotional,0
8394,0,Either Francis is emotional or Casper is not one-sided. Francis is not emotional.,Francis is not emotional,1
8395,0,Either Francis is emotional or Casper is not one-sided. Francis is not emotional.,Casper is one-sided,0
8396,0,Either Francis is emotional or Casper is not one-sided. Francis is not emotional.,Casper is not one-sided,1
8397,0,Either Ramon is not distraught or Nelson is not delightful. Ramon is distraught.,Ramon is distraught,1
8398,0,Either Ramon is not distraught or Nelson is not delightful. Ramon is distraught.,Ramon is not distraught,0
8399,0,Either Ramon is not distraught or Nelson is not delightful. Ramon is distraught.,Nelson is delightful,0
8400,0,Either Ramon is not distraught or Nelson is not delightful. Ramon is distraught.,Nelson is not delightful,1
8401,0,Either Davis is not unhelpful or Jesse is not versatile. Jesse is not versatile.,Davis is unhelpful,1
8402,0,Either Davis is not unhelpful or Jesse is not versatile. Jesse is not versatile.,Davis is not unhelpful,0
8403,0,Either Davis is not unhelpful or Jesse is not versatile. Jesse is not versatile.,Jesse is versatile,0
8404,0,Either Davis is not unhelpful or Jesse is not versatile. Jesse is not versatile.,Jesse is not versatile,1
8405,0,Either Sanford is snobby or Pearl is surly. Sanford is snobby.,Sanford is snobby,1
8406,0,Either Sanford is snobby or Pearl is surly. Sanford is snobby.,Sanford is not snobby,0
8407,0,Either Sanford is snobby or Pearl is surly. Sanford is snobby.,Pearl is surly,0
8408,0,Either Sanford is snobby or Pearl is surly. Sanford is snobby.,Pearl is not surly,1
8409,1,Ted is naive or Jewell is not ardent. Ted is not naive.,Ted is naive,0
8410,1,Ted is naive or Jewell is not ardent. Ted is not naive.,Ted is not naive,1
8411,1,Ted is naive or Jewell is not ardent. Ted is not naive.,Jewell is ardent,0
8412,1,Ted is naive or Jewell is not ardent. Ted is not naive.,Jewell is not ardent,1
8413,0,Either Micah is not steady or Quintin is not morose. Quintin is morose.,Micah is steady,0
8414,0,Either Micah is not steady or Quintin is not morose. Quintin is morose.,Micah is not steady,1
8415,0,Either Micah is not steady or Quintin is not morose. Quintin is morose.,Quintin is morose,1
8416,0,Either Micah is not steady or Quintin is not morose. Quintin is morose.,Quintin is not morose,0
8417,1,Ruth is mean or Rocco is fabulous. Rocco is fabulous.,Ruth is mean,1
8418,1,Ruth is mean or Rocco is fabulous. Rocco is fabulous.,Ruth is not mean,1
8419,1,Ruth is mean or Rocco is fabulous. Rocco is fabulous.,Rocco is fabulous,1
8420,1,Ruth is mean or Rocco is fabulous. Rocco is fabulous.,Rocco is not fabulous,0
8421,1,Mike is frank or Noe is not unbalanced. Noe is unbalanced.,Mike is frank,1
8422,1,Mike is frank or Noe is not unbalanced. Noe is unbalanced.,Mike is not frank,0
8423,1,Mike is frank or Noe is not unbalanced. Noe is unbalanced.,Noe is unbalanced,1
8424,1,Mike is frank or Noe is not unbalanced. Noe is unbalanced.,Noe is not unbalanced,0
8425,0,Either Brendan is cold or Abel is versatile. Abel is not versatile.,Brendan is cold,1
8426,0,Either Brendan is cold or Abel is versatile. Abel is not versatile.,Brendan is not cold,0
8427,0,Either Brendan is cold or Abel is versatile. Abel is not versatile.,Abel is versatile,0
8428,0,Either Brendan is cold or Abel is versatile. Abel is not versatile.,Abel is not versatile,1
8429,1,Bennett is not stable or Dee is dextrous. Dee is dextrous.,Bennett is stable,1
8430,1,Bennett is not stable or Dee is dextrous. Dee is dextrous.,Bennett is not stable,1
8431,1,Bennett is not stable or Dee is dextrous. Dee is dextrous.,Dee is dextrous,1
8432,1,Bennett is not stable or Dee is dextrous. Dee is dextrous.,Dee is not dextrous,0
8433,0,Either Yvette is lazy or Luna is not joyous. Yvette is not lazy.,Yvette is lazy,0
8434,0,Either Yvette is lazy or Luna is not joyous. Yvette is not lazy.,Yvette is not lazy,1
8435,0,Either Yvette is lazy or Luna is not joyous. Yvette is not lazy.,Luna is joyous,0
8436,0,Either Yvette is lazy or Luna is not joyous. Yvette is not lazy.,Luna is not joyous,1
8437,0,Either Susanna is not flaky or Lupe is energetic. Susanna is not flaky.,Susanna is flaky,0
8438,0,Either Susanna is not flaky or Lupe is energetic. Susanna is not flaky.,Susanna is not flaky,1
8439,0,Either Susanna is not flaky or Lupe is energetic. Susanna is not flaky.,Lupe is energetic,0
8440,0,Either Susanna is not flaky or Lupe is energetic. Susanna is not flaky.,Lupe is not energetic,1
8441,0,Either Wayne is cold or Meg is not discreet. Meg is not discreet.,Wayne is cold,0
8442,0,Either Wayne is cold or Meg is not discreet. Meg is not discreet.,Wayne is not cold,1
8443,0,Either Wayne is cold or Meg is not discreet. Meg is not discreet.,Meg is discreet,0
8444,0,Either Wayne is cold or Meg is not discreet. Meg is not discreet.,Meg is not discreet,1
8445,0,Either Marlon is impulsive or Beryl is hysterical. Beryl is not hysterical.,Marlon is impulsive,1
8446,0,Either Marlon is impulsive or Beryl is hysterical. Beryl is not hysterical.,Marlon is not impulsive,0
8447,0,Either Marlon is impulsive or Beryl is hysterical. Beryl is not hysterical.,Beryl is hysterical,0
8448,0,Either Marlon is impulsive or Beryl is hysterical. Beryl is not hysterical.,Beryl is not hysterical,1
8449,1,Morris is not bright or Bruno is not reassuring. Morris is bright.,Morris is bright,1
8450,1,Morris is not bright or Bruno is not reassuring. Morris is bright.,Morris is not bright,0
8451,1,Morris is not bright or Bruno is not reassuring. Morris is bright.,Bruno is reassuring,0
8452,1,Morris is not bright or Bruno is not reassuring. Morris is bright.,Bruno is not reassuring,1
8453,0,Either Nicholas is not proud or Marie is generous. Marie is generous.,Nicholas is proud,1
8454,0,Either Nicholas is not proud or Marie is generous. Marie is generous.,Nicholas is not proud,0
8455,0,Either Nicholas is not proud or Marie is generous. Marie is generous.,Marie is generous,1
8456,0,Either Nicholas is not proud or Marie is generous. Marie is generous.,Marie is not generous,0
8457,0,Either Vella is dependent or Wong is meticulous. Vella is not dependent.,Vella is dependent,0
8458,0,Either Vella is dependent or Wong is meticulous. Vella is not dependent.,Vella is not dependent,1
8459,0,Either Vella is dependent or Wong is meticulous. Vella is not dependent.,Wong is meticulous,1
8460,0,Either Vella is dependent or Wong is meticulous. Vella is not dependent.,Wong is not meticulous,0
8461,1,Rickey is not stern or Margret is not good. Rickey is not stern.,Rickey is stern,0
8462,1,Rickey is not stern or Margret is not good. Rickey is not stern.,Rickey is not stern,1
8463,1,Rickey is not stern or Margret is not good. Rickey is not stern.,Margret is good,1
8464,1,Rickey is not stern or Margret is not good. Rickey is not stern.,Margret is not good,1
8465,1,Hollis is beneficent or Alan is exacting. Hollis is beneficent.,Hollis is beneficent,1
8466,1,Hollis is beneficent or Alan is exacting. Hollis is beneficent.,Hollis is not beneficent,0
8467,1,Hollis is beneficent or Alan is exacting. Hollis is beneficent.,Alan is exacting,1
8468,1,Hollis is beneficent or Alan is exacting. Hollis is beneficent.,Alan is not exacting,1
8469,0,Either Angelina is passionate or Christina is great. Angelina is passionate.,Angelina is passionate,1
8470,0,Either Angelina is passionate or Christina is great. Angelina is passionate.,Angelina is not passionate,0
8471,0,Either Angelina is passionate or Christina is great. Angelina is passionate.,Christina is great,0
8472,0,Either Angelina is passionate or Christina is great. Angelina is passionate.,Christina is not great,1
8473,0,Either Inez is not numb or Doretha is slothful. Doretha is slothful.,Inez is numb,1
8474,0,Either Inez is not numb or Doretha is slothful. Doretha is slothful.,Inez is not numb,0
8475,0,Either Inez is not numb or Doretha is slothful. Doretha is slothful.,Doretha is slothful,1
8476,0,Either Inez is not numb or Doretha is slothful. Doretha is slothful.,Doretha is not slothful,0
8477,1,Earle is not attentive or Joy is inspiring. Joy is inspiring.,Earle is attentive,1
8478,1,Earle is not attentive or Joy is inspiring. Joy is inspiring.,Earle is not attentive,1
8479,1,Earle is not attentive or Joy is inspiring. Joy is inspiring.,Joy is inspiring,1
8480,1,Earle is not attentive or Joy is inspiring. Joy is inspiring.,Joy is not inspiring,0
8481,0,Either Ida is not evasive or Loyd is sassy. Loyd is not sassy.,Ida is evasive,0
8482,0,Either Ida is not evasive or Loyd is sassy. Loyd is not sassy.,Ida is not evasive,1
8483,0,Either Ida is not evasive or Loyd is sassy. Loyd is not sassy.,Loyd is sassy,0
8484,0,Either Ida is not evasive or Loyd is sassy. Loyd is not sassy.,Loyd is not sassy,1
8485,0,Either Bonnie is not critical or Marylou is not soulful. Bonnie is critical.,Bonnie is critical,1
8486,0,Either Bonnie is not critical or Marylou is not soulful. Bonnie is critical.,Bonnie is not critical,0
8487,0,Either Bonnie is not critical or Marylou is not soulful. Bonnie is critical.,Marylou is soulful,0
8488,0,Either Bonnie is not critical or Marylou is not soulful. Bonnie is critical.,Marylou is not soulful,1
8489,0,Either Darion is capable or Effie is coherent. Effie is not coherent.,Darion is capable,1
8490,0,Either Darion is capable or Effie is coherent. Effie is not coherent.,Darion is not capable,0
8491,0,Either Darion is capable or Effie is coherent. Effie is not coherent.,Effie is coherent,0
8492,0,Either Darion is capable or Effie is coherent. Effie is not coherent.,Effie is not coherent,1
8493,0,Either Josie is steady or Sophia is drowsy. Sophia is drowsy.,Josie is steady,0
8494,0,Either Josie is steady or Sophia is drowsy. Sophia is drowsy.,Josie is not steady,1
8495,0,Either Josie is steady or Sophia is drowsy. Sophia is drowsy.,Sophia is drowsy,1
8496,0,Either Josie is steady or Sophia is drowsy. Sophia is drowsy.,Sophia is not drowsy,0
8497,1,Dempsey is not indiscreet or Wendell is not noisy. Dempsey is indiscreet.,Dempsey is indiscreet,1
8498,1,Dempsey is not indiscreet or Wendell is not noisy. Dempsey is indiscreet.,Dempsey is not indiscreet,0
8499,1,Dempsey is not indiscreet or Wendell is not noisy. Dempsey is indiscreet.,Wendell is noisy,0
8500,1,Dempsey is not indiscreet or Wendell is not noisy. Dempsey is indiscreet.,Wendell is not noisy,1
8501,0,Either Gonzalo is not abnormal or Cristobal is not reassuring. Gonzalo is not abnormal.,Gonzalo is abnormal,0
8502,0,Either Gonzalo is not abnormal or Cristobal is not reassuring. Gonzalo is not abnormal.,Gonzalo is not abnormal,1
8503,0,Either Gonzalo is not abnormal or Cristobal is not reassuring. Gonzalo is not abnormal.,Cristobal is reassuring,1
8504,0,Either Gonzalo is not abnormal or Cristobal is not reassuring. Gonzalo is not abnormal.,Cristobal is not reassuring,0
8505,1,Glenn is crass or Gino is obnoxious. Glenn is not crass.,Glenn is crass,0
8506,1,Glenn is crass or Gino is obnoxious. Glenn is not crass.,Glenn is not crass,1
8507,1,Glenn is crass or Gino is obnoxious. Glenn is not crass.,Gino is obnoxious,1
8508,1,Glenn is crass or Gino is obnoxious. Glenn is not crass.,Gino is not obnoxious,0
8509,1,Gabe is not unsure or Price is restless. Gabe is unsure.,Gabe is unsure,1
8510,1,Gabe is not unsure or Price is restless. Gabe is unsure.,Gabe is not unsure,0
8511,1,Gabe is not unsure or Price is restless. Gabe is unsure.,Price is restless,1
8512,1,Gabe is not unsure or Price is restless. Gabe is unsure.,Price is not restless,0
8513,0,Either Lue is passive or Annis is charming. Lue is not passive.,Lue is passive,0
8514,0,Either Lue is passive or Annis is charming. Lue is not passive.,Lue is not passive,1
8515,0,Either Lue is passive or Annis is charming. Lue is not passive.,Annis is charming,1
8516,0,Either Lue is passive or Annis is charming. Lue is not passive.,Annis is not charming,0
8517,1,Nelson is cautious or Clement is not immodest. Clement is immodest.,Nelson is cautious,1
8518,1,Nelson is cautious or Clement is not immodest. Clement is immodest.,Nelson is not cautious,0
8519,1,Nelson is cautious or Clement is not immodest. Clement is immodest.,Clement is immodest,1
8520,1,Nelson is cautious or Clement is not immodest. Clement is immodest.,Clement is not immodest,0
8521,0,Either Hazel is stable or Atticus is not sloppy. Hazel is not stable.,Hazel is stable,0
8522,0,Either Hazel is stable or Atticus is not sloppy. Hazel is not stable.,Hazel is not stable,1
8523,0,Either Hazel is stable or Atticus is not sloppy. Hazel is not stable.,Atticus is sloppy,0
8524,0,Either Hazel is stable or Atticus is not sloppy. Hazel is not stable.,Atticus is not sloppy,1
8525,1,Lincoln is revered or Gail is not crabby. Lincoln is not revered.,Lincoln is revered,0
8526,1,Lincoln is revered or Gail is not crabby. Lincoln is not revered.,Lincoln is not revered,1
8527,1,Lincoln is revered or Gail is not crabby. Lincoln is not revered.,Gail is crabby,0
8528,1,Lincoln is revered or Gail is not crabby. Lincoln is not revered.,Gail is not crabby,1
8529,0,Either Milan is emotional or Maura is not bright. Maura is bright.,Milan is emotional,1
8530,0,Either Milan is emotional or Maura is not bright. Maura is bright.,Milan is not emotional,0
8531,0,Either Milan is emotional or Maura is not bright. Maura is bright.,Maura is bright,1
8532,0,Either Milan is emotional or Maura is not bright. Maura is bright.,Maura is not bright,0
8533,1,Liam is not immodest or Milford is inactive. Milford is inactive.,Liam is immodest,1
8534,1,Liam is not immodest or Milford is inactive. Milford is inactive.,Liam is not immodest,1
8535,1,Liam is not immodest or Milford is inactive. Milford is inactive.,Milford is inactive,1
8536,1,Liam is not immodest or Milford is inactive. Milford is inactive.,Milford is not inactive,0
8537,1,Stanley is not thinking or Antwan is positive. Antwan is not positive.,Stanley is thinking,0
8538,1,Stanley is not thinking or Antwan is positive. Antwan is not positive.,Stanley is not thinking,1
8539,1,Stanley is not thinking or Antwan is positive. Antwan is not positive.,Antwan is positive,0
8540,1,Stanley is not thinking or Antwan is positive. Antwan is not positive.,Antwan is not positive,1
8541,0,Either Obie is stable or Moises is not unaffected. Obie is not stable.,Obie is stable,0
8542,0,Either Obie is stable or Moises is not unaffected. Obie is not stable.,Obie is not stable,1
8543,0,Either Obie is stable or Moises is not unaffected. Obie is not stable.,Moises is unaffected,0
8544,0,Either Obie is stable or Moises is not unaffected. Obie is not stable.,Moises is not unaffected,1
8545,0,Either Orin is not brave or Garland is not miserable. Orin is not brave.,Orin is brave,0
8546,0,Either Orin is not brave or Garland is not miserable. Orin is not brave.,Orin is not brave,1
8547,0,Either Orin is not brave or Garland is not miserable. Orin is not brave.,Garland is miserable,1
8548,0,Either Orin is not brave or Garland is not miserable. Orin is not brave.,Garland is not miserable,0
8549,0,Either Docia is drunk or Beryl is sneering. Docia is not drunk.,Docia is drunk,0
8550,0,Either Docia is drunk or Beryl is sneering. Docia is not drunk.,Docia is not drunk,1
8551,0,Either Docia is drunk or Beryl is sneering. Docia is not drunk.,Beryl is sneering,1
8552,0,Either Docia is drunk or Beryl is sneering. Docia is not drunk.,Beryl is not sneering,0
8553,0,Either Callie is not indolent or Israel is not idle. Israel is not idle.,Callie is indolent,1
8554,0,Either Callie is not indolent or Israel is not idle. Israel is not idle.,Callie is not indolent,0
8555,0,Either Callie is not indolent or Israel is not idle. Israel is not idle.,Israel is idle,0
8556,0,Either Callie is not indolent or Israel is not idle. Israel is not idle.,Israel is not idle,1
8557,1,Janie is not reassuring or Lena is not lame. Lena is lame.,Janie is reassuring,0
8558,1,Janie is not reassuring or Lena is not lame. Lena is lame.,Janie is not reassuring,1
8559,1,Janie is not reassuring or Lena is not lame. Lena is lame.,Lena is lame,1
8560,1,Janie is not reassuring or Lena is not lame. Lena is lame.,Lena is not lame,0
8561,0,Either Oswald is not earnest or Dorian is not nasty. Dorian is nasty.,Oswald is earnest,0
8562,0,Either Oswald is not earnest or Dorian is not nasty. Dorian is nasty.,Oswald is not earnest,1
8563,0,Either Oswald is not earnest or Dorian is not nasty. Dorian is nasty.,Dorian is nasty,1
8564,0,Either Oswald is not earnest or Dorian is not nasty. Dorian is nasty.,Dorian is not nasty,0
8565,1,Vincent is irritating or Zane is not judgmental. Zane is not judgmental.,Vincent is irritating,1
8566,1,Vincent is irritating or Zane is not judgmental. Zane is not judgmental.,Vincent is not irritating,1
8567,1,Vincent is irritating or Zane is not judgmental. Zane is not judgmental.,Zane is judgmental,0
8568,1,Vincent is irritating or Zane is not judgmental. Zane is not judgmental.,Zane is not judgmental,1
8569,0,Either Chris is not stern or Royal is cruel. Royal is not cruel.,Chris is stern,0
8570,0,Either Chris is not stern or Royal is cruel. Royal is not cruel.,Chris is not stern,1
8571,0,Either Chris is not stern or Royal is cruel. Royal is not cruel.,Royal is cruel,0
8572,0,Either Chris is not stern or Royal is cruel. Royal is not cruel.,Royal is not cruel,1
8573,1,Morton is not somber or Frieda is not fussy. Morton is somber.,Morton is somber,1
8574,1,Morton is not somber or Frieda is not fussy. Morton is somber.,Morton is not somber,0
8575,1,Morton is not somber or Frieda is not fussy. Morton is somber.,Frieda is fussy,0
8576,1,Morton is not somber or Frieda is not fussy. Morton is somber.,Frieda is not fussy,1
8577,1,Leora is not emotional or Eliseo is unsure. Eliseo is unsure.,Leora is emotional,1
8578,1,Leora is not emotional or Eliseo is unsure. Eliseo is unsure.,Leora is not emotional,1
8579,1,Leora is not emotional or Eliseo is unsure. Eliseo is unsure.,Eliseo is unsure,1
8580,1,Leora is not emotional or Eliseo is unsure. Eliseo is unsure.,Eliseo is not unsure,0
8581,1,Jefferson is not deep or Sidney is demure. Jefferson is deep.,Jefferson is deep,1
8582,1,Jefferson is not deep or Sidney is demure. Jefferson is deep.,Jefferson is not deep,0
8583,1,Jefferson is not deep or Sidney is demure. Jefferson is deep.,Sidney is demure,1
8584,1,Jefferson is not deep or Sidney is demure. Jefferson is deep.,Sidney is not demure,0
8585,0,Either Timmy is unsure or Norma is not sober. Timmy is unsure.,Timmy is unsure,1
8586,0,Either Timmy is unsure or Norma is not sober. Timmy is unsure.,Timmy is not unsure,0
8587,0,Either Timmy is unsure or Norma is not sober. Timmy is unsure.,Norma is sober,1
8588,0,Either Timmy is unsure or Norma is not sober. Timmy is unsure.,Norma is not sober,0
8589,1,Rico is not hot-headed or Jane is not impulsive. Rico is not hot-headed.,Rico is hot-headed,0
8590,1,Rico is not hot-headed or Jane is not impulsive. Rico is not hot-headed.,Rico is not hot-headed,1
8591,1,Rico is not hot-headed or Jane is not impulsive. Rico is not hot-headed.,Jane is impulsive,1
8592,1,Rico is not hot-headed or Jane is not impulsive. Rico is not hot-headed.,Jane is not impulsive,1
8593,0,Either Curtis is confused or Toby is not touchy. Curtis is not confused.,Curtis is confused,0
8594,0,Either Curtis is confused or Toby is not touchy. Curtis is not confused.,Curtis is not confused,1
8595,0,Either Curtis is confused or Toby is not touchy. Curtis is not confused.,Toby is touchy,0
8596,0,Either Curtis is confused or Toby is not touchy. Curtis is not confused.,Toby is not touchy,1
8597,1,Curtis is not confident or Domenic is not touchy. Domenic is touchy.,Curtis is confident,0
8598,1,Curtis is not confident or Domenic is not touchy. Domenic is touchy.,Curtis is not confident,1
8599,1,Curtis is not confident or Domenic is not touchy. Domenic is touchy.,Domenic is touchy,1
8600,1,Curtis is not confident or Domenic is not touchy. Domenic is touchy.,Domenic is not touchy,0
8601,0,Either Ettie is analytical or Ivy is not fussy. Ivy is fussy.,Ettie is analytical,1
8602,0,Either Ettie is analytical or Ivy is not fussy. Ivy is fussy.,Ettie is not analytical,0
8603,0,Either Ettie is analytical or Ivy is not fussy. Ivy is fussy.,Ivy is fussy,1
8604,0,Either Ettie is analytical or Ivy is not fussy. Ivy is fussy.,Ivy is not fussy,0
8605,1,Jonnie is not sullen or Parker is obliging. Jonnie is sullen.,Jonnie is sullen,1
8606,1,Jonnie is not sullen or Parker is obliging. Jonnie is sullen.,Jonnie is not sullen,0
8607,1,Jonnie is not sullen or Parker is obliging. Jonnie is sullen.,Parker is obliging,1
8608,1,Jonnie is not sullen or Parker is obliging. Jonnie is sullen.,Parker is not obliging,0
8609,1,Mauricio is lean or Abram is not lame. Mauricio is lean.,Mauricio is lean,1
8610,1,Mauricio is lean or Abram is not lame. Mauricio is lean.,Mauricio is not lean,0
8611,1,Mauricio is lean or Abram is not lame. Mauricio is lean.,Abram is lame,1
8612,1,Mauricio is lean or Abram is not lame. Mauricio is lean.,Abram is not lame,1
8613,0,Either Mickey is not dowdy or Thomas is irritable. Thomas is irritable.,Mickey is dowdy,1
8614,0,Either Mickey is not dowdy or Thomas is irritable. Thomas is irritable.,Mickey is not dowdy,0
8615,0,Either Mickey is not dowdy or Thomas is irritable. Thomas is irritable.,Thomas is irritable,1
8616,0,Either Mickey is not dowdy or Thomas is irritable. Thomas is irritable.,Thomas is not irritable,0
8617,1,Newman is deft or Glen is jocular. Newman is deft.,Newman is deft,1
8618,1,Newman is deft or Glen is jocular. Newman is deft.,Newman is not deft,0
8619,1,Newman is deft or Glen is jocular. Newman is deft.,Glen is jocular,1
8620,1,Newman is deft or Glen is jocular. Newman is deft.,Glen is not jocular,1
8621,1,Lou is flaky or Fernand is passionate. Lou is not flaky.,Lou is flaky,0
8622,1,Lou is flaky or Fernand is passionate. Lou is not flaky.,Lou is not flaky,1
8623,1,Lou is flaky or Fernand is passionate. Lou is not flaky.,Fernand is passionate,1
8624,1,Lou is flaky or Fernand is passionate. Lou is not flaky.,Fernand is not passionate,0
8625,0,Either Ted is confused or Ray is churlish. Ray is churlish.,Ted is confused,0
8626,0,Either Ted is confused or Ray is churlish. Ray is churlish.,Ted is not confused,1
8627,0,Either Ted is confused or Ray is churlish. Ray is churlish.,Ray is churlish,1
8628,0,Either Ted is confused or Ray is churlish. Ray is churlish.,Ray is not churlish,0
8629,0,Either Franklyn is sober or Adelaide is awful. Adelaide is awful.,Franklyn is sober,0
8630,0,Either Franklyn is sober or Adelaide is awful. Adelaide is awful.,Franklyn is not sober,1
8631,0,Either Franklyn is sober or Adelaide is awful. Adelaide is awful.,Adelaide is awful,1
8632,0,Either Franklyn is sober or Adelaide is awful. Adelaide is awful.,Adelaide is not awful,0
8633,0,Either Annetta is not ambitious or Saul is eager. Saul is not eager.,Annetta is ambitious,0
8634,0,Either Annetta is not ambitious or Saul is eager. Saul is not eager.,Annetta is not ambitious,1
8635,0,Either Annetta is not ambitious or Saul is eager. Saul is not eager.,Saul is eager,0
8636,0,Either Annetta is not ambitious or Saul is eager. Saul is not eager.,Saul is not eager,1
8637,1,Mazie is not shrewd or Howard is dainty. Mazie is not shrewd.,Mazie is shrewd,0
8638,1,Mazie is not shrewd or Howard is dainty. Mazie is not shrewd.,Mazie is not shrewd,1
8639,1,Mazie is not shrewd or Howard is dainty. Mazie is not shrewd.,Howard is dainty,1
8640,1,Mazie is not shrewd or Howard is dainty. Mazie is not shrewd.,Howard is not dainty,1
8641,1,Daryl is ferocious or Nina is efficient. Nina is not efficient.,Daryl is ferocious,1
8642,1,Daryl is ferocious or Nina is efficient. Nina is not efficient.,Daryl is not ferocious,0
